LD1,LD2,label
-4.7002440085062736,1.9791383470464579,1
-4.30195810939089,1.1704128584841864,1
-3.4207195199299805,1.4291013882226486,1
-4.205753664139877,4.002871483450437,1
-1.5099816767285388,0.4512238981876994,1
-4.51868934105519,3.213137562777066,1
-4.527377943305991,3.2691217912511137,1
-4.1483478108255785,3.104117652926144,1
-3.860828761572694,1.9533826291204746,1
-3.3666244446203897,1.6786432689901831,1
-4.8058790674118415,2.2353627137254457,1
-3.428076458111581,2.1751093932746604,1
-3.6661024584838446,2.2624896065440443,1
-5.588246349303712,2.0547877320460017,1
-5.501314488366548,3.6130486523636587,1
-3.1847518929455867,2.8895252843532497,1
-3.2893698836713723,2.7658426597432424,1
-2.998092617279585,1.42511132220915,1
-5.2464037176007,3.709826552592132,1
-3.13653106495467,1.976899221711183,1
-3.577477910104206,0.562459904625262,1
-1.6907713461377345,0.9134213628356295,1
-4.835150326063506,0.9147628011970915,1
-3.0958896050434634,0.6173588844335006,1
-3.3216471633199447,0.2984773444737519,1
-2.1448222254893836,0.16369246714729702,1
-3.982428497956622,2.17515679484322,1
-2.685914315011426,1.218509237945742,1
-3.5630946364148484,1.0381765107892564,1
-3.173015732330997,1.377896244563594,1
-2.996267968354556,1.3241989606462923,1
-3.568662444424673,2.340654778721506,1
-3.385063831812301,0.20123425982882945,1
-3.527537503732686,1.7159273889409863,1
-2.8519085165789595,1.470707712668109,1
-2.7941199593725634,0.23793093003100962,1
-2.758085110192896,1.5697042084392236,1
-2.1773447722891133,1.010364553352422,1
-3.0292638244030465,-0.2350958280680376,1
-3.271052282769352,2.6040459027815657,1
-2.9206553279711973,0.255233428736788,1
-2.237210620572758,0.9194611639570043,1
-4.6997256829581655,2.560753392410155,1
-1.230361332569928,0.42259515051997393,1
-2.5820390406563134,-0.3502919477152612,1
-2.5831204917986863,2.876865723371178,1
-3.888878893039412,2.0516040784764913,1
-3.4497535616869257,0.9518391713506663,1
-2.342233314692647,1.4325894990980814,1
-3.520625959871177,2.0815535647324785,1
-3.2184091208021233,0.8791286960779714,1
-4.382148964925036,2.16471572770036,1
-4.36311727134695,2.271829284605271,1
-3.519172927754431,3.007373725383152,1
-3.122774752142251,1.5935666945729816,1
-1.802405395321036,1.330061557166037,1
-2.8737875380849105,1.7298994247654853,1
-3.6169051797394873,2.2911575286789625,1
-3.738685508455019,2.460118028779491,1
1.5861874919979824,-2.423844156395623,2
0.7996721574038543,-1.3940646059422397,2
2.38015445585479,-1.4518865852256455,2
-0.45917725812412685,-1.1904536488886763,2
-0.5072688503830775,-3.166624034189541,2
0.393983586076461,-2.7798417041721666,2
-0.9225661578646314,-1.388723683188651,2
-1.9554937686097276,-2.6936062933233105,2
-0.347328153200096,-2.5928990295805945,2
0.20371212038706948,0.01962134955865743,2
-0.24831914047613432,-2.756176100510954,2
1.1798799850773807,-0.9003427659028086,2
-1.0771892529207705,-1.8267011799752557,2
0.6410017923571985,-1.4453136749388804,2
-1.746844212184359,-1.7845585885058073,2
-0.3472111694387494,-1.4881068193182436,2
1.1427422170955686,-3.089248998353107,2
0.18665882359273747,-2.673170957636411,2
0.900525003593887,-1.81942356834203,2
-0.7070955104577078,-2.123044488531899,2
-0.5956283253580433,-2.489622451948523,2
-0.5576181808515668,-4.653037777482008,2
-1.8043041679152767,-1.4871494506984027,2
0.2307707922711132,-2.842875469649963,2
2.0348271070052197,-0.7903200302976142,2
-0.621130212092565,-1.696895883304593,2
-1.0337274208228242,-2.4414376230107235,2
0.7659878054453458,-3.446414022723953,2
0.35042567783636974,-3.2293569812022485,2
0.15324508352925362,-2.1128776711118644,2
-0.14962842129287973,-2.99193209628778,2
0.4807950392026554,-2.540024079776723,2
1.396890158928981,-2.5408229116261007,2
0.9197233098174559,-2.2485966508437327,2
-0.5910293741397058,-2.93845393469851,2
0.49411385503893834,-2.936310763300602,2
-1.6261442583706012,-2.0204954495558005,2
2.000445622246151,-0.6344846400783959,2
-1.0053481823276924,-3.3311258606736023,2
-2.0712131448533895,-2.7144542044529234,2
-1.6381588976214516,-3.8773965410878346,2
-1.0589434001439546,-2.9998726288140753,2
0.025945492133304916,-2.35411388394095,2
-0.21887407464464576,-1.6428960080537731,2
1.3643764040461193,-3.8174717430377063,2
-1.1290124486869024,-2.3268524488398654,2
-0.21263093552045145,-2.9967758153211523,2
-0.7794688373613119,-2.47277391633736,2
0.6154673198298167,-2.1782398719050273,2
0.22550192233509803,-3.7973415934157675,2
-2.0386985129539488,-2.1853252235818927,2
0.7927471628060468,-3.6615759803534713,2
0.3022954542082273,-2.7952787299579622,2
-0.506648819960664,-1.0952734082349034,2
0.9983739733598895,-3.4459867487323628,2
-0.21954922229243934,-2.797597690884174,2
-0.3713151655837094,-6.005610308476766,2
0.055458940680235394,-3.4784696991742687,2
-0.09137874364459343,-3.61977733220528,2
1.7975525226174096,-0.8501217650804545,2
-0.17405008593005575,-2.6322497134896494,2
-1.1787028086238482,-2.2051922621914177,2
-3.210543895540145,-2.905311694195499,2
0.6260520153107804,-1.9957086592964146,2
0.033666126714453015,-1.3843597592282166,2
-0.6993007967569412,-2.459439565589427,2
-0.7206107942314472,-3.2466652031679226,2
-0.5193351242870677,-2.8696932497837055,2
1.1703004464934146,-3.3194786358964725,2
0.1082479100683295,-3.7987614262220095,2
1.1231978315082587,-1.2878481507053612,2
2.2463241902624733,0.18734787261880628,3
3.285277547967331,0.696086248514464,3
4.07236440644107,0.14425751540262388,3
3.866912345924967,0.5350335734351953,3
3.450883334974754,-0.2173453581689145,3
3.715838992704317,0.5651013007744258,3
3.9222051018471666,0.8935262170435286,3
4.851610197603333,0.31406851823439924,3
3.549933893733653,0.9159632987699495,3
3.768891735895853,0.22554112901387127,3
2.6694224984316968,1.1410907602048834,3
2.3249149224164642,1.948483301642382,3
3.1771288266047666,1.0598531662223911,3
2.88964418391862,1.157059224745767,3
3.783255621658543,2.007393043574704,3
3.044113241293266,0.9812437042728466,3
4.706970170576559,1.8177827736063696,3
4.8502139333246825,2.20818212674822,3
4.9835918431187345,2.0349551952059506,3
4.8696829269389275,1.808328611325326,3
4.598691898095441,1.8722422758564243,3
5.674478836997419,1.8258027051715864,3
5.329861231487729,0.5821851523128523,3
5.034010305771576,2.2773207586769173,3
4.520800865084123,-0.0067342023578818985,3
5.09783710153124,2.001620301105162,3
5.043682767604587,2.511903302362776,3
4.869808293588452,1.0915807384954157,3
5.613165581496773,2.9843933226345256,3
5.670467365588647,2.2730699643811834,3
5.37413512851206,0.7624722345726068,3
3.0997537734888887,1.941064843205794,3
3.3588813726701408,0.5486896096241944,3
3.0400719405534327,1.456988981290101,3
4.948613027971824,2.189924580612979,3
4.545044584822221,1.2198984465186276,3
5.2725584376701775,2.7162306107833363,3
5.130161168186949,2.291725363327762,3
4.3046808248197515,2.391125305209211,3
5.083367824767961,3.1576666520400667,3
4.067435709944162,0.31892192081147885,3
5.742129609500767,1.4670816505406625,3
4.482051400461814,3.307083817166589,3
4.291507578811991,3.390331906588783,3
4.503296234241531,2.083545915467169,3
5.047470327731623,3.1962313614432976,3
4.27615504775291,2.431387975697725,3
5.5380860982018465,3.042057094679159,3
