PC1,PC2,label
3.3167508122147757,1.4434626343180104,1
2.209464916918847,-0.333392887080298,1
2.516740146610381,1.0311512962743195,1
3.7570656097732034,2.756371913710714,1
1.008908493795715,0.8698308214172031,1
3.050253922418077,2.122401114634193,1
2.449089669596228,1.1748501316494764,1
2.0594368714379123,1.6089630683635079,1
2.510874297398987,0.9180709573337797,1
2.7536281876339075,0.7894376738336085,1
3.479736682731209,1.3023332371235965,1
1.7547529012945875,0.6119772287456332,1
2.113462340315094,0.67570633914262,1
3.45815681933672,1.1306298761729408,1
4.312783906765558,2.095975575341264,1
2.3051882008279705,1.662551729989056,1
2.17195527374151,2.327305336191419,1
1.898971176562759,1.631368878642838,1
3.5419850819434653,2.518343669306647,1
2.0845222047303116,1.0611379935838605,1
3.1244025351671993,0.7868971056508972,1
1.08657006833224,0.24174355133283912,1
2.5352240799037142,-0.091840620720879,1
1.6449883412544695,-0.5162789300672346,1
1.7615758722693005,-0.31714893268438055,1
0.9900791016088551,0.9406673381906319,1
1.7752776281133675,0.6861751342850243,1
1.235423964309905,-0.08980704136063834,1
2.1884063344519604,0.6895696206616246,1
2.2561089812837065,0.19146193688666732,1
2.500220025789423,1.2408338348969434,1
2.6774110474440125,1.4718736461032498,1
1.6285791164309176,0.052704450575324704,1
1.9026908622381458,1.633060434769983,1
1.410388526595405,0.6979343246113568,1
1.9038262321944859,0.17671095109545698,1
1.3848622303748377,0.6586398536611487,1
1.1222074104413096,0.11410976029688846,1
1.5021945006181916,-0.7694320064310064,1
2.5298010923718093,1.8030019760618288,1
2.5880954258544016,0.7796163041925087,1
0.6684819937541858,0.16996094061987604,1
3.0708069904120063,1.1559189566098846,1
0.4622091375160069,0.33074213219227516,1
2.1013519305380153,-0.07100892095406511,1
1.1361661775610161,1.777107392977638,1
2.7266009636408013,1.1913346919571854,1
2.821339274192247,0.6462585991417059,1
2.0098508509123567,1.2470294606787615,1
2.7074913042663913,1.7519674072063387,1
3.214917474773822,0.16699199499679326,1
2.8589598267172915,0.7452788039895897,1
3.5056043559232215,1.6127338560350124,1
2.224791380532171,1.8751679995630246,1
2.1469878235638653,1.0167515377576615,1
2.4693294837977864,1.3290083106496227,1
2.741517914277451,1.436548783512516,1
2.1737409209653054,1.2121998406977945,1
3.139380151828993,1.7315791159925138,1
-0.9285819689218526,-3.073486163188925,2
-1.5424801378968793,-1.3814435080942287,2
-1.8362497634669392,-0.8299841230557174,2
0.030606834086680437,-1.2627861442114001,2
2.0502616075763163,-1.9250326046500992,2
-0.609680827177621,-1.9080588050851874,2
0.9002278387071432,-0.7639114736096089,2
2.2485071907983953,-1.8845924845501296,2
0.183384026684757,-2.427146114703569,2
-0.8128050273520716,-0.22051398690226875,2
1.9756204987985544,-1.4032832253096126,2
-1.5722162196262992,-0.8849831369082221,2
1.657681808833289,-0.9567121974591485,2
-0.725372388035355,-1.0636454007060938,2
2.5622271731703603,0.26019855065459585,2
1.8325675700495478,-1.2878781978605245,2
-0.8679929031954102,-2.444101185580863,2
0.37001440429478377,-2.153906975156985,2
-1.4573770449061372,-1.3833517690762598,2
1.2629308497284981,-0.7708495299701155,2
0.37615037193424117,-1.0270434033558224,2
0.7620639041096007,-3.375053809963533,2
1.0345779671651874,-1.4507097382440897,2
-0.4948767556803261,-2.3812435267673693,2
-2.5389770842951194,-0.08744335730498347,2
0.8353201453942983,-1.4736705514008672,2
0.7879046149897106,-2.0266265224624758,2
-0.8068321559655369,-2.233830390843911,2
-0.5580426248756803,-2.3729854288494563,2
-1.115111041919445,-1.8022471916654546,2
-0.5557228299516996,-2.657540035392292,2
-1.349285282443729,-2.118001469784818,2
-1.5644826057199042,-1.8522145217655506,2
-1.932555610631462,-1.5594954568986212,2
0.7466659419884516,-2.3129317092207384,2
0.9574553638036422,-2.2235284346674593,2
2.5438651841995523,0.16927402279974169,2
-0.5439525887762279,-0.3689265458773182,2
1.0310497503881497,-2.565569348733521,2
2.2519094221481244,-1.432741380354253,2
1.4102160153374603,-2.166191769370383,2
0.7977197926930423,-2.3769488030818597,2
-0.5495317266494627,-2.2931286432456246,2
-0.16117373994854411,-1.164483321560016,2
-0.6597949416843583,-2.6799611859896335,2
0.39235440818508366,-2.098731708765535,2
-1.7724990779600327,-1.7172884693761428,2
-0.366267357352063,-2.1693532978292818,2
-1.6206725727874787,-1.3555833880259571,2
0.0825357834933291,-2.306234587748323,2
1.578275070932382,-1.4620342902048162,2
1.4205692478240166,-1.418206637633749,2
-0.2787027536488532,-1.9305680886704666,2
-1.3031449662482795,-0.7631723136577938,2
-0.4570718656526228,-2.2694156075896745,2
-0.4941858470443737,-1.9390450494868323,2
0.4820744097730958,-3.871783848407239,2
-0.252888877653198,-2.821492374701591,2
-0.10722763772912232,-1.9289220425669578,2
-2.433012602550216,-1.2571410404943926,2
-0.551089539174649,-2.22216155077662,2
0.7396219285682226,-1.4089566673657123,2
1.3363217334183288,0.25333693116830247,2
-1.1770869962477717,-0.6639668398015732,2
-0.46233500801967825,-0.618288179485042,2
0.9784740793566491,-1.445570498895827,2
-0.09680972631598414,-2.1099979931352246,2
0.038487145949025574,-1.2667621091578842,2
-1.5971585012074705,-1.2081435741284874,2
-0.47956491608312424,-1.9388406603940471,2
-1.7928334730311428,-1.150288104442106,2
-1.3271016561416011,0.17038923204902814,3
-2.38450083474353,0.37458260552469236,3
-2.9369401021466124,0.2638618300683788,3
-2.146811133816063,0.3682549518864598,3
-2.369869488333041,-0.4596348092311664,3
-3.0638415687203535,0.35341283545840163,3
-3.9157537837118883,0.15458251944172974,3
-3.936463390715962,0.6596872334097784,3
